Name,Weight (lbs),Sex,Claw Length (inches),Tail Length (inches),Fur Color,Eye Size (inches),Injury,Teeth Length (inches),Height (inches),Length (inches),Number of Siblings,Age,Wood Chucked (lbs)
COLBY LYNNE,9.051886588901175,female,4.141417474626685,6.191303622286186,grey,0.20321862858754605,no,4.509124964898132,9.622428301928608,14.061674008798605,4,1.0,1752.000815985551
LONA,5.3706687298975515,male,1.1410582687958133,3.154607007423745,grey,0.1320076759089651,no,2.756949085714055,4.997680057727187,9.044488885964867,4,7.0,48.13396649564309
REMY,3.9159369661681342,female,3.930821762634846,1.9892910731743383,light brown,0.10210401657379971,no,1.4660607230842944,2.9802919370404872,5.608477345061989,9,4.0,76.77782321567135
NYLA,2.9528435619564415,female,3.963917352492038,1.5579067483541527,brown spots,0.06681477515694408,no,1.4727537433206375,1.8860804787871435,3.750916184991604,3,2.0,61.20284593913635
UGLY,11.994519423369841,male,1.5171623117346582,6.906567329591485,albino,0.3010196472385522,no,6.503489451283698,11.321300587723114,20.429370176084614,6,11.0,130.6352658655421
HEMISHMCDUFF,8.261847434371546,female,3.92229006226291,5.706463655942207,red,0.17072881651238236,no,4.518667257615954,5.195971747950962,13.122555634193251,4,7.0,192.25952871525865
CROWLEY,9.788017981639285,female,3.2893628960523977,4.078241695443098,grey spots,0.27463379232889934,no,3.204346317801739,9.355418039780218,13.123321774030886,5,6.0,405.7812486349605
FREZNO,6.449478173917337,male,2.212632366362883,5.247138307824568,brown spots,0.13485643541860215,no,2.6165018816950827,5.6731018142648235,7.460913292471491,9,1.0,513.5880306427489
ZAIRE,9.984879086706675,male,1.5419973912764544,6.252150222810902,grey,0.19385818735626645,no,3.5563986379552364,7.6508701239966594,16.899490323621126,4,3.0,1949.3141954768098
SIG,6.085855062717501,female,3.5088042446613046,4.707919657175213,brown spots,0.13696313868257012,no,2.9968043936330795,4.403890918307439,7.408819433990006,3,1.0,475.9712703386806
TRICKSIE,6.207546410527189,female,4.15941338732146,3.1398036039172474,albino,0.16139386153444252,no,2.248063160831223,4.732667188699407,10.950448938479495,7,5.0,241.46460805125403
MOSIN,3.618219662468745,male,2.882264692954789,2.5307979519893626,albino,0.0895814832759851,no,1.471818640343988,2.4150510040041526,6.4273379810013385,7,11.0,7.046690389859581
DAYZ,8.148335590894357,female,3.2485653797418337,4.130418117799564,dark brown,0.21692164090384675,yes,0.9398580008108326,6.093770980305979,13.79022345153782,8,25.0,3.325535456331521
LIENA,5.518178405692823,female,3.919249654745428,3.931446540385875,albino,0.16788080298022168,no,3.0599359108179964,3.7092479013991393,9.781947316848013,8,6.0,104.40476241529343
FLUFFY PANTS,6.504159740936282,male,2.2468303169671477,4.961338784345917,black,0.1535247263082108,no,1.3711060667448203,3.4228649813848904,13.097959337402495,9,4.0,526.7585261817768
TAPPER,9.782034622502842,female,2.910498312135875,4.746401713477333,dark brown,0.2490643999623358,no,1.483375997414737,5.866141595757254,9.920303726948756,10,9.0,68.8955608345297
HONEY,4.16085573494821,female,3.2639454695859658,2.0801293970587404,albino,0.10155990007781145,no,1.8550178247204068,2.315878349283531,6.523594583131365,5,3.0,154.12149756863613
LD GUINEVERE,12.47338405056778,male,1.6875790630942757,6.613051056862792,grey spots,0.1925889746047376,no,4.625820284182349,8.857236346037372,22.968850398404026,7,9.0,339.4667866821578
LAYCEE,7.692794260727496,male,1.800153288633933,6.348309767061488,dark brown,0.2173416265288332,no,4.280177158709887,4.992610250503142,12.569221628560049,8,7.0,155.5370604477497
LAUREN,4.743050542045396,female,3.897395724806384,2.1439073322379887,dark brown,0.13924911351938088,no,3.3937750740269883,3.93328913765331,4.923659640246047,5,2.0,211.78068068821185
KENLEY,11.235851889451038,male,0.8758440587653482,7.317532454951994,black,0.19943978115549255,no,6.706204124763286,9.052971733892106,12.263628470852652,3,1.0,1742.187310648284
JAGGER,8.112876974225308,female,3.7407401118963195,5.105757532987401,light brown,0.1676004083052909,no,4.765043832932195,5.088260882317638,10.582043394368272,7,1.0,1166.9062451980362
KODIAK,11.494580432702575,male,1.6634301444289081,5.188850020551879,grey,0.2740084019486786,yes,6.327702573296582,8.302822826318717,16.088621180806694,8,7.0,223.39245058548832
KEENA,10.59943544215497,male,2.0873694859377188,8.207411614450802,grey spots,0.18554109745640027,yes,4.078792410403478,6.5680750137907875,24.081405215456194,10,11.0,61.107542796412886
CHORIZO,5.309573938851722,female,4.452222236205139,3.794328452087853,grey spots,0.1012850226589273,no,2.310558622032284,2.285349998715051,10.92698906857682,1,18.0,9.62015657891251
WATSON,6.710419972747942,female,3.666637861586874,5.513551711478596,red,0.18667671082249337,yes,3.2740850571432305,5.0861951583280165,9.126827066131925,2,7.0,42.26586515832631
SAMI,8.75964608306069,male,0.858876462608785,5.85188399327855,grey,0.1948329192659421,no,4.5460781236099335,5.92821521457213,19.8378992122027,1,3.0,2234.1152288487006
SYRAH,10.437782471978279,male,1.5256773126315821,8.405439563221968,albino,0.21094451575157455,no,3.278027893311257,9.574926365132924,17.115138849824913,6,19.0,10.027435585329581
OPUS,9.338804390822096,female,2.816833120030881,4.483875494926262,albino,0.24357997263325806,yes,4.361009073231241,5.546350393218298,14.25568163551916,5,8.0,81.88335089849771
BACON,10.008764884788567,female,4.16783617932208,4.8922629559346795,albino,0.2902188609546886,no,5.407015246664355,7.161321909541411,17.732808324862983,8,3.0,2184.168982896777
EQUINOX,11.044811560599033,female,3.591243316608511,7.009147677579055,dark brown,0.24008987352915045,no,7.450417015317066,7.243875597472037,20.514796398048087,5,1.0,3258.7422204834406
GUINEA,9.942207615751988,male,1.4478048038724,6.5257905895291115,red,0.28595187476097,no,2.8232708773622623,5.446796099243609,16.680928548770098,2,9.0,137.52734562401284
ALEXIS,7.155914070803785,female,4.246896114908334,7.236764983481652,black,0.1525489501056354,yes,4.556401745290128,4.498542723660096,10.021607096134884,5,1.0,459.8572624455598
BUNTA,11.287997721517197,male,2.1071727150388897,7.975520862795976,red,0.24885929276592308,no,3.6711603348950965,8.656708657833159,16.069209909340763,6,6.0,658.8501256528019
TYRONE,4.018238807536532,female,3.6903484710478534,2.3387894065271584,red,0.1082447185968515,no,2.1577659097378064,2.8973698515008324,5.795749596573369,8,1.0,169.13322124779896
SAPPER,10.684396187238548,male,1.612990749350053,5.01392773434241,black,0.2004341754448359,no,4.157094645171119,7.876117503595027,17.049977509712924,5,10.0,112.91811518952021
LHOTSE,7.0407320718389,female,3.599085356578545,5.711033026582334,black,0.14709395395459834,no,3.1639645789711284,5.407379623185536,11.720003867976306,6,15.0,12.408276227313815
LEO,9.446840140066264,,3.7712939723054926,6.498292738565511,light brown,0.2862878301850488,no,5.092640312865281,6.264663752694832,17.94962806123592,5,9.0,151.7689398270852
OTTIE,13.9695448575672,male,1.7325524589107137,9.137978620542247,grey,0.3149367899059346,no,4.518537927317797,12.036831944884174,15.490363503714619,8,6.0,796.0059312311979
ZIPPO,7.831922272557683,female,3.9100302270340084,5.364387323630352,red,0.1948820947641368,yes,4.688836633645149,6.274684889368756,16.666254614908723,4,4.0,532.9347261647989
KEN,13.633119661720489,male,1.6504424297249303,8.246414085467537,red,0.4010030771056796,no,7.271681421271533,11.124056688475061,25.83148372072755,4,1.0,4045.5562111843096
NUSYA,6.520473950865642,female,3.3683257329875853,5.301756731511565,black,0.1808778409576136,yes,2.7208167459188215,4.898165154655424,8.902819809015886,5,3.0,254.6634058607922
BODHI,5.948984647612424,male,2.444253553539634,4.493174053379628,grey,0.18358153462285118,no,3.0798424116734497,4.005732924904987,7.264437708031515,6,26.0,3.8709069884518543
RASTA,5.947668509670666,female,3.7025288812783077,114.1082092442859,brown spots,0.10930565765282292,no,0.25831083243346886,3.265953402766785,7.617028932863,6,15.0,8.69386896790538
WHINNIE,7.941739814149725,male,1.4977084757444266,5.569129848013557,red,0.2149936656103258,no,3.570947707538918,7.028072228806686,10.158299695749434,3,6.0,203.3891394877276
CINNY,8.803531099456606,female,4.197658417437534,3.9728296413930035,dark brown,0.18407208539217168,yes,6.493414816792225,5.902794038023077,12.233436610973653,3,9.0,44.797547677293075
BETSY,10.217846945948278,male,1.7503334562843078,5.061977459731998,grey,0.19638888494264625,no,4.493243984759329,6.550625857835656,16.589624258840328,4,8.0,233.0684612247899
BUCKY,5.952722693507937,female,4.108810784335554,4.087990635515396,albino,0.14541513758955643,no,2.58483629301069,4.039622866361394,7.897383287727992,6,3.0,383.1708354197445
NOODLES,5.570021339639272,female,3.19667448827571,3.120332848337454,brown spots,0.1363258968093607,no,2.0156178207663493,4.8998010875349305,10.023067728371082,4,2.0,522.3440453590734
DETROIT,4.821706915754202,female,3.96802480916707,4.0504680840278855,black,0.11799253309530834,no,2.254788699251728,2.9411494436393184,7.034630368705898,4,4.0,150.90329587617973
NITRO,9.855843339199767,male,1.9295055799237009,6.568258063376991,grey,0.2274106882906863,no,7.056747132205098,6.966502829940476,13.851096850540694,5,2.0,1895.5299985861784
BRECK,10.517124487606807,male,2.0215003999159675,7.5193211222526415,light brown,0.184173492892019,no,2.949594579155738,4.973017196669848,13.371546224726632,8,5.0,735.3576085668227
MANLEY,6.25772405910626,female,2.6524405328843255,4.650272035568078,albino,0.09672170948711982,no,3.3823651216954587,3.6928006165011174,10.934272931877462,5,10.0,26.438373244841166
DORA,6.691260530783353,male,2.7187846372797417,3.081548446554363,grey,0.1738778962489012,no,0.9340001503108811,5.893722654112279,12.572592893371848,9,7.0,108.64809206355592
NATALYA,9.687385852671046,male,1.9613647891175607,6.9186169857278585,dark brown,0.3080911572597087,no,7.1412087411439895,7.015634986274002,14.415677071712349,5,7.0,306.1657588706461
PUZZLES,6.292624575806911,female,3.4655918202763205,3.783664834846883,red,0.14746425493599447,no,4.141785603732486,4.201311848923033,11.73273161764983,4,11.0,23.28602719442539
MARA,13.547769845086853,male,2.3180654116642003,7.92399141453632,albino,0.4078882711796261,no,7.633931158232863,8.365619907802046,11.777208634942289,6,7.0,413.09019085741556
KALLI,7.979027063615689,female,3.7609696513501993,5.649324252267479,albino,0.20474272895397297,no,5.092388343778231,7.4631714914813925,18.56172046366423,5,8.0,179.50123392137377
AXEL,7.662760469333418,male,1.4142741686666418,3.7052993538129155,grey spots,0.16642238417791472,no,2.6430129613261863,5.113419410356718,14.922315617845351,3,8.0,111.28258348531509
KELLER,6.129690802674647,male,1.1353945514684411,3.1364877387848886,grey,0.049693057882215126,no,1.7852750896186182,3.363180720626396,11.098106976367125,6,4.0,392.4980372675499
JUPITER,8.58642417678605,male,1.6715469104478495,4.647990439750366,grey,0.21087710867884735,no,4.108544961607234,7.180665636979796,15.945408172983653,6,13.0,25.931174245964616
PACHA,12.524929678475912,male,1.676156186872616,6.5757489693279325,black,0.35115473286019167,no,3.6800199034342462,6.0787970800671856,17.776935040234164,8,2.0,2417.095968854504
PINKIE PIE,8.184523704376035,female,4.038369858630413,6.712240067660762,brown spots,0.24719962119798544,yes,6.014068960119362,4.679336877985812,8.886493595197207,7,6.0,110.17028572200272
MONGO,5.5118471048618645,male,2.1435446265503697,3.2294014512453946,grey spots,0.12684857905712524,no,2.0202377616082416,4.728815591583488,9.345283721594319,6,5.0,152.74510748344971
RINCON,9.02169484685373,female,3.7860307081277154,7.170003573529185,black,0.20571454950485998,no,4.659370180771836,5.296865815764865,18.75413755000449,3,4.0,1556.042741515955
MALIBU,5.2860820851230015,female,4.440943184661147,3.7296731478326746,dark brown,0.14567067277730028,no,0.9104858402464652,4.077340981372021,7.184294027475951,11,3.0,243.19893259001398
JAKE,11.138143407470654,male,2.550909694134927,8.772279424268564,brown spots,0.2632305366138461,no,3.944942934888434,7.972177017701307,17.596913019663802,9,5.0,1150.0430529251892
RAINA,13.486001803630376,male,2.435361551846966,11.283289076030792,black,0.24607141576608207,no,5.6233511765184865,11.399468966487808,14.911401704588005,3,2.0,1956.8553581111155
PLACER,10.759862665792065,female,3.396760990568674,5.986337276618371,grey,0.1932309223893588,no,4.3469616256835675,7.647958496067223,16.876547161678186,5,7.0,412.3881269309915
LYUD,4.927515131679427,male,2.291939472135159,3.569614416191569,albino,0.08714181646242738,yes,2.825699467810994,3.721182475410009,7.882570243573971,2,3.0,133.40783413610905
SNIPER,11.763850987741304,male,1.8080066082689517,8.557465604008398,brown spots,0.18445650487338505,no,6.646730990129055,9.675811663938633,14.946528817302887,4,4.0,1541.5775957402234
NEVE,7.850626474497961,male,1.688413425845825,4.182769305183361,grey,0.2403247215924592,no,3.4574867445657755,6.493659968042171,10.55659977192218,3,6.0,206.8907422969238
TARGET,5.112227878853816,male,1.6843947982051888,2.7904513590699036,light brown,0.12239426103856314,no,1.6406403562309881,3.2544031265432705,5.786988862563219,5,1.0,242.60616730700244
TILLAMOOK,10.302955214084523,female,3.9824864670111735,6.371636156257227,red,0.2128722846138385,no,2.32587214956287,5.7273802318279365,10.678334703070256,10,2.0,1197.80388998246
CANDACE,10.694301876699472,male,2.497986721457128,6.849397260178212,albino,0.25431836771481486,no,5.816958706627892,6.990870253801586,25.057006423996274,8,4.0,2733.5161352864693
WEENIE,11.086182122849404,male,1.7922176732179482,8.428467651343679,grey spots,0.2474714684281507,no,6.302470618374473,7.945143191916407,17.191057842818765,5,4.0,1736.2971098779087
DAX,5.6434351421481255,female,4.0394200970658245,2.794373733300045,red,0.1296137571788902,yes,3.0130593568524775,2.8888370012878934,7.178832646575643,9,1.0,205.9082620042983
TAZO,9.004696669652542,female,4.210637658232959,7.202904134230764,light brown,0.2398929280670073,no,4.413905008674569,3.1287889332936674,12.944129283957597,2,18.0,13.357946329359068
BUDDAH,8.172746978142829,male,1.8997058454462468,5.199586788195458,albino,0.2118554381456335,no,4.406353908327033,5.204910320688986,14.698287793783571,3,2.0,1620.8491384788233
WELLER,4.81117204742756,female,2.9960395081446127,3.119438400848099,grey spots,0.15196584445052358,no,3.3317091259397973,2.531201254553988,9.208754842732214,6,3.0,323.96128092777957
BOGEY,12.224187106436641,male,0.7466017157751149,7.285101497689934,red,0.24443354567981967,no,2.443367733853481,8.188163061833349,17.867939844894707,3,1.0,2425.6136958951192
HANDSOME,10.200134505023769,female,3.357394204008441,6.1949719787135935,brown spots,0.23334918309803077,no,4.930380450640479,8.153391025268425,10.21646420233321,7,5.0,555.4879641162604
DENALI,3.1905205654119793,female,4.128905701591831,2.6922984760275015,brown spots,0.054966678718641276,no,1.314409391944875,2.452993690251621,5.2085491580711984,9,8.0,12.404187617329082
CHI,5.449258444006025,male,2.4232926960184797,3.6892846889201656,grey,0.0827006799490311,yes,3.384311676738341,5.189235168615938,10.30915084099461,6,11.0,7.127361573866938
TEBOW,13.092332589752226,male,1.5065351079718552,5.531063353033898,black,0.2732766227139116,no,3.419672429194376,9.551159682534957,22.52961614860208,4,1.0,3235.660847296652
REMUS,4.616564411560733,female,4.221487536996071,3.8375424640632967,albino,0.1344236467738739,no,0.9055127889866941,3.7588282646465676,8.006392650980477,3,16.0,8.743973629664197
HUNNY,9.817527875670558,female,3.8040771128478608,7.088102311343819,grey,0.14901845325400734,no,3.1316044975897115,6.158476032393043,13.01002480937965,4,5.0,657.5991328639975
ITACHI,6.431825347605142,female,3.4261630412491186,2.9874058011762483,grey spots,0.18608442124162203,no,2.1683404618931195,4.803916987992063,12.572581552507947,6,22.0,7.106643825093501
HAMMER,8.092005130820207,male,0.8225955957299889,5.427238123123018,dark brown,0.15347775710521153,no,2.6862056184017464,5.009924358443031,14.105374470337917,1,2.0,1459.4573534146457
SISCO,8.643614691069525,female,3.961533287497321,6.543123593889337,dark brown,0.24054325011034294,no,3.539833505639304,6.009616905952572,12.37092963062162,5,5.0,521.1034514919957
KE$HA,7.974458871445804,male,2.4902472102742537,3.6661474516448873,dark brown,0.19816327334886977,no,2.5728705114597403,5.655812491751667,13.037522520215653,4,3.0,1079.9869868845237
TATIANA,5.427714181053428,female,3.522714233496771,4.1188502850522175,red,0.12680784582018192,no,3.2574098439275705,4.892215643048744,6.462891516199196,3,3.0,270.2382777797204
